TEXTO;CORRECCION
desagregadas;desagregar
preve;preir
redondean;redondear
inconsisten;inconsistir
prometed;prometer
promulgaron;promulgar
exentan;exentar
indujeran;inducir
subvaloran;subvalorar
coludieron;coludir
radiadas;radiar
difuminaban;difuminar
inhalaran;inhalar
afianzadas;afianzar
refinaban;refinar
traes;traer
habitas;habitar
intentas;intentar
enfrentas;enfrentar
involucras;involucrar
transmito;transmitir
precodificadas;precodificar
estimaran;estimar
convenidas;convenir
desglosada;desglosar
meditaran;meditar
retractaran;retractar
unificaran;unificar
autoanalizaban;autoanalizar
preinscritos;preinscribir
cribadas;cribar
interrogaban;interrogar
izan;izar
preocupas;preocupar
constatasen;constatar
baten;batir
batean;batear
pauso;pausar
acrisolaron;acrisolar
codificasen;codificar
realistes;realistar
laxan;laxar
incentivaron;incentivar
desinfectadas;desinfectar
floculada;flocular
decantada;decantar
empacada;empacar
enunciaban;enunciar
loe;loar
palpan;palpar
desaprovecharon;desaprovechar
encarecen;encarecer
pescaron;pescar
sonrojaran;sonrojar
igualaron;igualar
personada;personar
ausentaron;ausentar
congregaron;congregar
hospedadas;hospedar
consignaban;consignar
garantizaron;garantizar
asentaban;asentar
infradeclarada;infradeclarar
infradocumentada;infradocumentar
concentrasen;concentrar
exceptuadas;exceptuar
facturaron;facturar
obedecieran;obedecer
contabilizada;contabilizar
negociaron;negociar
autootorgadas;autootorgar
horadada;horadar
ahorraban;ahorrar
modelizan;modelizar
coorganizadas;coorganizar
refinan;refinar
cementadas;cementar
excusan;excusar
sombreada;sombrear
reingresan;reingresar
confiaron;confiar
adjudicada;adjudicar
desocupadas;desocupar
prolongasen;prolongar
tallaban;tallar
comentabas;comentar
tratabas;tratar
criticabas;criticar
hablaste;hablar
creciste;crecer
citaste;citar
intuyo;intuir
fructifican;fructificar
detectad;detectar
remitieran;remitir
interaccionaran;interaccionar
compitieron;competir
coparticipan;coparticipar
engalanadas;engalanar
aventajadas;aventajar
fraguada;fraguar
rejuvenecen;rejuvenecer
definid;definir
infrarepresentada;infrarepresentar
magnificadas;magnificar
rubrican;rubricar
pautes;pautar
contabilizadas;contabilizar
devalan;devalar
automedican;automedicar
concitada;concitar
descontadas;descontar
financiaron;financiar
reflexionadas;reflexionar
regularizadas;regularizar
vacunes;vacunar
trasmitidas;trasmitir
vehiculadas;vehicular
sacasen;sacar
documentaban;documentar
tendieran;tender
diseminan;diseminar
doblaban;doblar
abortan;abortar
autorreguladas;autorregular
autoimpuestas;autoimponer
regaladas;regalar
vulneraron;vulnerar
cohesionan;cohesionar
propiles;propilar
enquistan;enquistar
legaron;legar
tornaban;tornar
anotaban;anotar
dependieron;depender
infranotifican;infranotificar
limpiaron;limpiar
compartas;compartir
inyectes;inyectar
investigasen;investigar
avio;aver
aligerada;aligerar
aparentaban;aparentar
disculpaban;disculpar
brides;bridar
minimizaran;minimizar
dores;dorar
mordidas;morder
erguidas;erguir
redirigida;redirigir
rabies;rabiar
depredaran;depredar
compatibilizan;compatibilizar
redistribuyendo;redistribuir
computes;computar
macerada;macerar
curtida;curtir
infradiagnostican;infradiagnosticar
radicadas;radicar
priorizada;priorizar
capturaran;capturar
empeoraban;empeorar
cuca;cucar
facturan;facturar
diferenciasen;diferenciar
acercasen;acercar
limpiaban;limpiar
desinfectaban;desinfectar
limpiadas;limpiar
fusionaban;fusionar
maximizaran;maximizar
infravaloraran;infravalorar
apostaran;apostar
desarrollas;desarrollar
rebatidas;rebatir
subexpresan;subexpresar
paules;paular
resultad;resultar
drogues;drogar
insesgada;insesgar
obtuviesen;obtener
empadronadas;empadronar
convocaban;convocar
solucionaban;solucionar
cansaban;cansar
autoexcluyeron;autoexcluir
atolondrada;atolondrar
suicidaron;suicidar
clamaban;clamar
honraban;honrar
mueves;mover
fallasen;fallar
involucraran;involucrar
batallo;batallar
bojo;bojar
expiran;expirar
escuches;escuchar
escoges;escoger
enchufas;enchufar
colega;colegar
reasignaron;reasignar
semicualificadas;semicualificar
incontrovertida;incontrovertir
descontaron;descontar
cicatrizadas;cicatrizar
trasgredida;trasgredir
inauguran;inaugurar
ahorres;ahorrar
beses;besar
ame;amar
centelles;centellar
conservaran;conservar
caducaron;caducar
escondo;esconder
formulasen;formular
superpusieron;superponer
descompusieron;descomponer
reagrupada;reagrupar
abarcadas;abarcar
vertebraron;vertebrar
analizaras;analizar
filiaban;filiar
vacunaban;vacunar
mataron;matar
refundieron;refundir
arriesgan;arriesgar
sobreestimadas;sobreestimar
infraestimadas;infraestimar
desabastecidas;desabastecer
notificaran;notificar
extendieran;extender
descended;descender
certificaban;certificar
diminuyen;diminuir
adelantadas;adelantar
revisitada;revisitar
reelaboradas;reelaborar
acarrearon;acarrear
desmoralizada;desmoralizar
reforman;reformar
obcecada;obcecar
fiaran;fiar
incondicionada;incondicionar
expirada;expirar
aminoradas;aminorar
sobrestimadas;sobrestimar
recetada;recetar
especificasen;especificar
sobrevaloraron;sobrevalorar
subcontratan;subcontratar
segmentaron;segmentar
persiguieran;perseguir
dioxides;dioxidar
expedidas;expedir
socorridas;socorrer
aderezada;aderezar
prostituidas;prostituir
contactaban;contactar
penetres;penetrar
empalman;empalmar
pones;poner
simulaban;simular
metes;meter
pendas;pender
demarcadas;demarcar
recompuso;recomponer
rehuyeron;rehuir
aupas;aupar
suplican;suplicar
enviarais;enviar
declararan;declarar
desagregaron;desagregar
satisficieran;satisfacer
ultracongeladas;ultracongelar
veranean;veranear
doctoradas;doctorar
colegiaron;colegiar
apoyasen;apoyar
triangulan;triangular
apreciasen;apreciar
enteraron;enterar
sintonizan;sintonizar
analises;analisar
reconcilian;reconciliar
complicaran;complicar
depositaban;depositar
autodeclaras;autodeclarar
rondaron;rondar
prostituyen;prostituir
encajada;encajar
reembolsadas;reembolsar
incorporasen;incorporar
sobrevolaron;sobrevolar
ajetreada;ajetrear
reflexionaran;reflexionar
inmiscuyen;inmiscuir
enumeraran;enumerar
enumerasen;enumerar
priorizaran;priorizar
supeditan;supeditar
agilizan;agilizar
legalizan;legalizar
encriptadas;encriptar
desenfocada;desenfocar
agonizan;agonizar
impones;imponer
preservaran;preservar
pegaran;pegar
evocaron;evocar
opinaran;opinar
sensibilizan;sensibilizar
ahorran;ahorrar
fomentasen;fomentar
engalanan;engalanar
postergan;postergar
recabaran;recabar
arrogadas;arrogar
infradeclaradas;infradeclarar
flotaban;flotar
recalculan;recalcular
cantaron;cantar
tarareaban;tararear
apetecida;apetecer
aventurada;aventurar
bromadas;bromar
auditaban;auditar
repuso;reponer
reconfortada;reconfortar
tasadas;tasar
suavizadas;suavizar
incorrelacionada;incorrelacionar
engendrada;engendrar
sanan;sanar
capacitaban;capacitar
capacitaran;capacitar
reclasificaron;reclasificar
planificaban;planificar
conmocionan;conmocionar
revitalizada;revitalizar
encomendaran;encomendar
navegan;navegar
tamizadas;tamizar
prohibieron;prohibir
semidirigidas;semidirigir
arreglada;arreglar
luchada;luchar
volatilizan;volatilizar
ventilan;ventilar
alquilada;alquilar
caducadas;caducar
decretan;decretar
preespecificada;preespecificar
conglomeradas;conglomerar
ven;venir
generalizaran;generalizar
doblaron;doblar
aspad;aspar
homogeneizada;homogeneizar
codesmarco;codesmarcar
alaboraron;alaborar
versasen;versar
amortiguaron;amortiguar
semicontrolada;semicontrolar
subestimaran;subestimar
restituidas;restituir
cribada;cribar
explicitaron;explicitar
validaban;validar
extrapolaban;extrapolar
desorbitadas;desorbitar
adjuntadas;adjuntar
concienciadas;concienciar
costeadas;costear
meditan;meditar
autoinducidas;autoinducir
reescalaron;reescalar
estimularan;estimular
instigaron;instigar
violaron;violar
tradujeran;traducir
transaccionan;transaccionar
performan;performar
lanzo;lanzar
finalizaran;finalizar
predeterminaron;predeterminar
simplificaron;simplificar
accediesen;acceder
disuaden;disuadir
almacenaban;almacenar
sorteadas;sortear
rastrearon;rastrear
bebieran;beber
huelo;oler
enclaustrada;enclaustrar
cuenta;contar
autocontestada;autocontestar
descargaron;descargar
molturan;molturar
interesas;interesar
aclimatadas;aclimatar
zurriagad;zurriagar
arasa;arasar
enriquecieran;enriquecer
apuntasen;apuntar
emitieran;emitir
sustituyo;sustituir
especificaran;especificar
mantienes;mantener
utilizas;utilizar
familiarizan;familiarizar
empatada;empatar
equilibraran;equilibrar
autoponderada;autoponderar
enfatizadas;enfatizar
escogieran;escoger
redirigen;redirigir
desarraigadas;desarraigar
mames;mamar
dramatizada;dramatizar
ataviada;ataviar
rentabilizan;rentabilizar
anonadada;anonadar
vaciadas;vaciar
asolaron;asolar
amamantaron;amamantar
vacunaran;vacunar
embalsada;embalsar
embalsadas;embalsar
abastecidas;abastecer
demoraron;demorar
reubicaron;reubicar
rozaran;rozar
secundan;secundar
tildadas;tildar
traspasadas;traspasar
cotizan;cotizar
suavizaron;suavizar
reembolsada;reembolsar
codiciadas;codiciar
trillada;trillar
redan;redar
predeterminan;predeterminar
trastocadas;trastocar
ansiadas;ansiar
institucionalizas;institucionalizar
asesoraron;asesorar
solucionadas;solucionar
bordan;bordar
cribaron;cribar
aminoran;aminorar
atrincheradas;atrincherar
raptada;raptar
comprobaran;comprobar
prosperan;prosperar
estilizada;estilizar
pisoteaban;pisotear
engrasadas;engrasar
campan;campar
digitalizada;digitalizar
votan;votar
traficadas;traficar
autocumplimentaron;autocumplimentar
migraron;migrar
cepillan;cepillar
recategorizaron;recategorizar
entrelazaron;entrelazar
repartieran;repartir
implanto;implantar
digitalizaban;digitalizar
diseminaron;diseminar
preseleccionaron;preseleccionar
fracturan;fracturar
encabo;encabar
rescribieron;rescribir
confirmasen;confirmar
rescribiesen;rescribir
privatizada;privatizar
edifico;edificar
abrumaron;abrumar
transcurrieran;transcurrir
entrevistaran;entrevistar
reagudizadas;reagudizar
disparaban;disparar
implementasen;implementar
anuladas;anular
licenciaron;licenciar
reinad;reinar
facultadas;facultar
deploran;deplorar
autonotificada;autonotificar
iterada;iterar
prescindieran;prescindir
persistieran;persistir
desfilaron;desfilar
prevengo;prevenir
celebres;celebrar
distinguiesen;distinguir
devuelvo;devolver
alinearan;alinear
delimitaban;delimitar
merco;mercar
desdentadas;desdentar
parieron;parir
parieran;parir
triangularon;triangular
corujo;corugir
gires;girar
cincelan;cincelar
justificasen;justificar
encumbradas;encumbrar
reclutaban;reclutar
respaldaron;respaldar
recalaron;recalar
lideraran;liderar
encarada;encarar
palmes;palmar
minimizaban;minimizar
esquinadas;esquinar
contrapunteadas;contrapuntear
arrostran;arrostrar
desestiman;desestimar
reconceptualizaron;reconceptualizar
fileteada;filetear
viraron;virar
estancan;estancar
desatacan;desatacar
saliesen;salir
osan;osar
desmontada;desmontar
empatan;empatar
concilian;conciliar
ajardinadas;ajardinar
lesionaron;lesionar
inmovilizaron;inmovilizar
erradican;erradicar
intensificadas;intensificar
endeudadas;endeudar
infraestimaran;infraestimar
reenviaron;reenviar
exprimen;exprimir
arrastraron;arrastrar
desoyendo;desoír
alentaron;alentar
enumeraron;enumerar
auspician;auspiciar
gestionaron;gestionar
arrufa;arrufar
autoinfligida;autoinfligir
erraron;errar
afirmasen;afirmar
rehacen;rehacer
emborrachan;emborrachar
relevadas;relevar
desconocieran;desconocer
detallasen;detallar
entiendas;entender
despenalizada;despenalizar
solventaran;solventar
mancomunada;mancomunar
delegaron;delegar
autoetiquetan;autoetiquetar
pites;pitar
asincronizada;asincronizar
justadas;justar
revisas;revisar
recaudadas;recaudar
prefijadas;prefijar
trasiegan;trasegar
dilucidan;dilucidar
oteo;otear
compiles;compilar
pretendiesen;pretender
federan;federar
rehicieron;rehacer
laboraban;laborar
expulsadas;expulsar
auditan;auditar
reivindicad;reivindicar
reprodujeran;reproducir
subsidiaras;subsidiar
modularon;modular
reembolsan;reembolsar
gesteo;gestear
endeudada;endeudar
desalojadas;desalojar
controlas;controlar
socializan;socializar
demuestro;demostrar
molestaron;molestar
afilias;afiliar
colabores;colaborar
mejora;mejorar
sentencian;sentenciar
portad;portar
comparecieron;comparecer
inhibieran;inhibir
cocrea;cocrear
digemid;digemir
egresadas;egresar
vulneraban;vulnerar
corroboraran;corroborar
recitadas;recitar
infligidas;infligir
achatada;achatar
vigilaban;vigilar
personifican;personificar
coaccionan;coaccionar
portaron;portar
descalzasen;descalzar
incidida;incidir
utilices;utilizar
cosechadas;cosechar
bordeada;bordear
momificada;momificar
arrancaran;arrancar
transpuso;transponer
suturaron;suturar
adjudicaron;adjudicar
transpuesto;transponer
reconstruyeron;reconstruir
listad;listar
calcada;calcar
cortaron;cortar
punciono;puncionar
expusieran;exponer
moderas;moderar
remodelada;remodelar
infiltradas;infiltrar
consolidaban;consolidar
perforan;perforar
seccionan;seccionar
atravesaran;atravesar
ved;ver
cavadas;cavar
cauterizadas;cauterizar
trasponen;trasponer
traspuesto;trasponer
refines;refinar
lame;lamer
aspiradas;aspirar
ultradiluida;ultradiluir
opero;operar
contraindicasen;contraindicar
sonrosada;sonrosar
sonrosadas;sonrosar
caves;cavar
sobrecorrigen;sobrecorregir
reproduzco;reproducir
arquean;arquear
afilan;afilar
sobreelevan;sobreelevar
sacrificad;sacrificar
inverted;inverter
moteada;motear
embebidas;embeber
coadyuvan;coadyuvar
llenaran;llenar
rallada;rallar
reservaran;reservar
biselada;biselar
volares;volar
remodeladas;remodelar
comprimieran;comprimir
colapsaran;colapsar
palparon;palpar
arpad;arpar
reemplazaran;reemplazar
predeterminas;predeterminar
voltean;voltear
aadiesen;aadir
discromas;discromar
razonas;razonar
abones;abonar
protocoles;protocolar
contraigo;contraer
estandardizada;estandardizar
tenses;tensar
remolcan;remolcar
ancorada;ancorar
fotoinducida;fotoinducir
optimizadas;optimizar
cantabas;cantar
tocabas;tocar
emociono;emocionar
desinsertan;desinsertar
acanalada;acanalar
neurotizan;neurotizar
fotodocumentadas;fotodocumentar
sobrepuesta;sobreponer
puncionadas;puncionar
drenaron;drenar
reintervenidas;reintervenir
distorsionaran;distorsionar
perneo;pernear
escaldada;escaldar
malformadas;malformar
rasgan;rasgar
diviso;divisar
repusieron;reponer
conferidas;conferir
calcifican;calcificar
festoneada;festonear
desabrochada;desabrochar
renombran;renombrar
estampada;estampar
disculpan;disculpar
colorearon;colorear
diamantada;diamantar
indicias;indiciar
nivelada;nivelar
superespecializada;superespecializar
malformada;malformar
segmentaras;segmentar
cizallan;cizallar
visualizaran;visualizar
entrecruzada;entrecruzar
malha;malhaber
auxilian;auxiliar
cicatrizo;cicatrizar
preconizaron;preconizar
perdas;perdar
difiero;diferir
flexiono;flexionar
semiflexionada;semiflexionar
seque;secar
agradaban;agradar
corneas;cornear
agotaron;agotar
anclaron;anclar
reposaron;reposar
humedecidas;humedecer
achatadas;achatar
ensanchadas;ensanchar
boyes;boyar
intuyeron;intuir
colimada;colimar
anestesiada;anestesiar
amputan;amputar
reintervengo;reintervenir
reposiciono;reposicionar
