TEXTO;CORRECCION
gastrópodos;gastrópodo
bosques;bosque
cortezas;corteza
árboles;árbol
lajas;laja
dragas;draga
lechos;lecho
ríos;río
fondos;fondo
quijadas;quijada
grietas;grieta
cauchos;caucho
nasas;nasa
fibrocitos;fibrocito
trombocitos;trombocito
fragmentos;fragmento
megacariocitos;megacariocito
liberadas;liberado
recuentos;recuento
anatomistas;anatomista
congresos;congreso
determinaciones;determinación
profesores;profesor
subcomisiones;subcomisión
nomenclaturas;nomenclatura
nóminas;nómina
escuelas;escuela
enmiendas;enmienda
listados;listado
confusiones;confusión
simposios;simposio
erratas;errata
lóbulos;lóbulo
timocitos;timocito
islas;isla
folículos;folículo
bolsas;bolsa
rondas;ronda
antígenos;antígeno
afluentes;afluente
hortalizas;hortaliza
inflorescencias;inflorescencia
tallos;tallo
regímenes;régimen
habas;haba
coles;col
nabos;nabo
cebollas;cebolla
guisantes;guisante
rábanos;rábano
chinos;chino
plazas;plaza
granjeros;granjero
agricultores;agricultor
negocios;negocio
cercanías;cercanía
iglesias;iglesia
ciudades;ciudad
supermercados;supermercado
fruterías;frutería
tiendas;tienda
colores;color
judías;judía
carotenoides;carotenoide
zarzamoras;zarzamora
remolachas;remolacha
cocinas;cocina
ensaladas;ensalada
sopas;sopa
carnes;carne
conservas;conserva
pepinillos;pepinillo
fermentaciones;fermentación
platos;plato
mandolinas;mandolina
bolitas;bolita
gastronomías;gastronomía
espárragos;espárrago
acelgas;acelga
espinacas;espinaca
lejías;lejía
recipientes;recipiente
tabúes;tabú
etnias;etnia
tabús;tabú
seguidores;seguidor
almas;alma
rafes;rafe
ejemplares;ejemplar
metales;metal
impactos;impacto
acetiladores;acetilador
constrictores;constrictor
excipientes;excipiente
registros;registro
influencias;influencia
cicatrices;cicatriz
esquemas;esquema
agentes;agente
instancias;instancia
escritos;escrito
facultativos;facultativo
cardiovertidos;cardiovertido
fibrilaciones;fibrilación
aptos;apto
microdepósitos;microdepósito
tabletas;tableta
males;mal
etiquetados;etiquetado
desequilibrios;desequilibrio
hipertrofias;hipertrofia
anchos;ancho
enfermas;enfermo
gotas;gota
suplementos;suplemento
enterobacterias;enterobacteria
ovejas;oveja
oclusivas;oclusiva
fisuras;fisura
esterasas;esterasa
colinesterasas;colinesterasa
incidentes;incidente
sintomatologías;sintomatología
percepciones;percepción
adicciones;adicción
taxonomías;taxonomía
cataclismos;cataclismo
molestias;molestia
constelaciones;constelación
entradas;entrada
distresados;distresado
sobrecargas;sobrecarga
resultas;resulta
substratos;substrato
activaciones;activación
nociones;noción
particularidades;particularidad
metas;meta
deseos;deseo
contextos;contexto
informaciones;información
contramedidas;contramedida
presas;presa
exigencias;exigencia
retos;reto
pensamientos;pensamiento
recuerdos;recuerdo
contrarias;contrario
decrementos;decremento
insumos;insumo
talleres;taller
cursos;curso
seminarios;seminario
oportunidades;oportunidad
risas;risa
preocupaciones;preocupación
mesas;mesa
gustos;gusto
tendencias;tendencia
periodicidades;periodicidad
indicadoras;indicador
cloruros;cloruro
fiebres;fiebre
delirios;delirio
endotoxinas;endotoxina
polipéptidos;polipéptido
cánceres;cáncer
fenestraciones;fenestración
mensajes;mensaje
contriciones;contrición
quejas;queja
vértigos;vértigo
macromoléculas;macromolécula
ligandos;ligando
referenciales;referencial
interleucinas;interleucina
legislaciones;legislación
tinturas;tintura
aerosoles;aerosol
colutorios;colutorio
grageas;gragea
píldoras;píldora
lociones;loción
supositorios;supositorio
óvulos;óvulo
jaleas;jalea
cremas;crema
linimentos;linimento
inhaladores;inhalador
lombrices;lombriz
venenos;veneno
hierbas;hierba
herbolarios;herbolario
botiquines;botiquín
lagos;lago
depuradoras;depuradora
mares;mar
grifos;grifo
ecosistemas;ecosistema
radionucleidos;radionucleido
evacuaciones;evacuación
inmunoglobulinas;inmunoglobulina
adenomas;adenoma
ganas;gana
calambres;calambre
repeticiones;repetición
hipotiroidismos;hipotiroidismo
poblaciones;población
indicios;indicio
disgenesias;disgenesia
autoanticuerpos;autoanticuerpo
chapetas;chapeta
cejas;ceja
surcos;surco
pliegues;pliegue
tonos;tono
neuralgias;neuralgia
parestesias;parestesia
contracturas;contractura
pantorrillas;pantorrilla
carotenos;caroteno
pómulos;pómulo
cabellos;cabello
abortos;aborto
argumentos;argumento
atriales;atrial
carreras;carrera
sprays;spray
restricciones;restricción
ratas;rata
anticonvulsivos;anticonvulsivo
exacerbaciones;exacerbación
remisiones;remisión
tours;tour
alas;ala
forúnculos;forúnculo
ulceraciones;ulceración
mejillas;mejilla
garantías;garantía
subgrupos;subgrupo
afroamericanas;afroamericano
monocigotos;monocigoto
hembras;hembra
andrógenos;andrógeno
títulos;título
tintes;tinte
autoantígenos;autoantígeno
concentrados;concentrado
atenuadores;atenuador
interferones;interferón
muñecas;muñeca
erosiones;erosión
pabellones;pabellón
pápulas;pápula
trompas;trompa
sospechas;sospecha
vehículos;vehículo
auxilios;auxilio
ventilaciones;ventilación
reanimadores;reanimador
cuidadores;cuidador
habitaciones;habitación
jurisdicciones;jurisdicción
preguntas;pregunta
socorros;socorro
diarreas;diarrea
respiraciones;respiración
socorristas;socorrista
livideces;lividez
mandamientos;mandamiento
eslabones;eslabón
interrupciones;interrupción
víctimas;víctima
comprensiones;comprensión
máscaras;máscara
balones;balón
contagios;contagio
asistolias;asistolia
sístoles;sístole
diástoles;diástole
milenarios;milenario
disciplinas;disciplina
envolturas;envoltura
llenas;llena
órdenes;orden
efectores;efector
monocytogenes;monocytogén
pedúnculos;pedúnculo
circunvoluciones;circunvolución
hemisferios;hemisferio
extensiones;extensión
ovillos;ovillo
inclusiones;inclusión
astrocitos;astrocito
oligodendrocitos;oligodendrocito
quistes;quiste
gliomas;glioma
rosetas;roseta
germinales;germinal
convexidades;convexidad
fascículos;fascículo
microquistes;microquiste
neurofibromas;neurofibroma
sarcomas;sarcoma
ahogos;ahogo
dimeros;dimero
heterocigotos;heterocigoto
paraproteínas;paraproteína
heparinas;heparina
cumarinas;cumarina
substancias;substancia
gotitas;gota
formatos;formato
casas;casa
petardos;petardo
naves;nave
emisarios;emisario
reyes;rey
indios;indio
sahumerios;sahumerio
mosquetes;mosquete
tabacos;tabaco
hogueras;hoguera
cajetillas;cajetilla
mercaderes;mercader
tropas;tropa
turcos;turco
cigarritos;cigarro
frentes;frente
revueltas;revuelta
colillas;colilla
papelinas;papelina
mendigos;mendigo
señoritos;señorito
manzanares;manzanar
estufas;estufa
cohetes;cohete
coches;coche
hogares;hogar
cenizas;ceniza
honduras;hondura
cartuchos;cartucho
sabores;sabor
cigarros;cigarro
incisiones;incisión
filósofos;filósofo
pronósticos;pronóstico
conflictos;conflicto
tecnologías;tecnología
diccionarios;diccionario
islotes;islote
plazos;plazo
egipcios;egipcio
dátiles;dátil
hormigas;hormiga
benzoatos;benzoato
panes;pan
conejos;conejo
impurezas;impureza
reclamaciones;reclamación
apelativos;apelativo
retinopatías;retinopatía
repercusiones;repercusión
cataratas;catarata
automovilistas;automovilista
encuestas;encuesta
autoridades;autoridad
polifenoles;polifenol
estilbenos;estilbeno
aceitunas;aceituna
semillas;semilla
reconocimientos;reconocimiento
huevos;huevo
helados;helado
cretenses;cretense
justas;justa
abuelos;abuelo
cánones;canon
divisas;divisa
areolas;areola
atributos;atributo
cohortes;cohorte
fundamentos;fundamento
minas;mina
subfracciones;subfracción
fracciones;fracción
originales;original
precios;precio
procesadas;procesado
metilos;metilo
neurotóxicos;neurotóxico
sobres;sobre
disoluciones;disolución
reglamentos;reglamento
innovaciones;innovación
microbiólogos;microbiólogo
farmacólogos;farmacólogo
campañas;campaña
boticarios;boticario
especieros;especiero
especias;especia
sencillos;sencillo
gomas;goma
pomadas;pomada
farmacopeas;farmacopea
centenares;centenar
tripanosomas;tripanosoma
suministros;suministro
caramelos;caramelo
jarabes;jarabe
inhalaciones;inhalación
sulfamidas;sulfamida
sulfonamidas;sulfonamida
botellas;botella
melazas;melaza
británicos;británico
penicilinas;penicilina
autorizaciones;autorización
distribuidores;distribuidor
ministerios;ministerio
departamentos;departamento
empresarios;empresario
presupuestos;presupuesto
arcas;arca
inversiones;inversión
corporaciones;corporación
fusiones;fusión
despidos;despido
decenas;decena
desembolsos;desembolso
salarios;salario
ganancias;ganancia
denuncias;denuncia
novedades;novedad
comités;comité
prestaciones;prestación
porcentajes;porcentaje
perjuicios;perjuicio
imposibles;imposible
asesores;asesor
bicapas;bicapa
triples;triple
ceras;cera
jabones;jabón
monoglicéridos;monoglicérido
plumas;pluma
terpenos;terpeno
monoterpenos;monoterpeno
diterpenos;diterpeno
triterpenos;triterpeno
saponinas;saponina
kilocalorías;kilocaloría
extrañas;extraño
adipocitos;adipocito
chamanes;chamán
sacerdotes;sacerdote
brujos;brujo
adivinos;adivino
personajes;personaje
premodernas;premoderno
transmisiones;transmisión
vacas;vaca
pústulas;pústula
deberes;deber
paliativos;paliativo
contratos;contrato
colegiados;colegiado
enseñanzas;enseñanza
competencias;competencia
planteamientos;planteamiento
acepciones;acepción
vicisitudes;vicisitud
correlaciones;correlación
aceptaciones;aceptación
menstruaciones;menstruación
sudores;sudor
sofocos;sofoco
condones;condón
ovocitos;ovocito
elevaciones;elevación
fantasías;fantasía
afirmaciones;afirmación
valoraciones;valoración
divorcios;divorcio
viudos;viudo
advertencias;advertencia
homocigotos;homocigoto
círculos;círculo
inhibitorias;inhibitoria
baratas;barata
esposos;esposo
agrícolas;agrícola
desacuerdos;desacuerdo
subsidios;subsidio
propagandas;propaganda
snacks;snack
restaurantes;restaurante
papas;papa
circunferencias;circunferencia
muertas;muerta
inductores;inductor
tirones;tirón
reuniones;reunión
viajes;viaje
ruedas;rueda
bicicletas;bicicleta
gimnasios;gimnasio
juntas;junta
secretas;secreta
dependencias;dependencia
billones;billón
prevalencias;prevalencia
avisos;aviso
s;segundo
menciones;mención
arrugas;arruga
melanomas;melanoma
poros;poro
temores;temor
aras;ara
usuarios;usuario
gestos;gesto
trenes;tren
autobuses;autobús
edificios;edificio
juicios;juicio
resoluciones;resolución
torbellinos;torbellino
estrecheces;estrechez
fibrinas;fibrina
quemas;quema
escolares;escolar
lumbalgias;lumbalgia
varices;variz
paseos;paseo
degeneraciones;degeneración
matas;mata
ligaduras;ligadura
portadoras;portador
disneas;disnea
roturas;rotura
fístulas;fístula
desventajas;desventaja
fugas;fuga
desviaciones;desviación
hilos;hilo
intermedios;intermedio
linfocinas;linfocina
monocinas;monocina
leucemias;leucemia
hepatocitos;hepatocito
granulocitos;granulocito
monocinas;monocina
mediadoras;mediador
erecciones;erección
urólogos;urólogo
psiquiatras;psiquiatra
mitos;mito
cuestionarios;cuestionario
hidráulicos;hidráulico
chiles;chile
anchoas;anchoa
vieiras;vieira
cantáridas;cantárida
escarabajos;escarabajo
ros;ro
peróxidos;peróxido
épocas;época
hélices;hélice
niacinas;niacina
xantomas;xantoma
xantelasmas;xantelasma
disulfuros;disulfuro
micromoles;micromol
lisosomas;lisosoma
agregados;agregado
fosfatidilcolinas;fosfatidilcolina
triacilglicéridos;triacilglicérido
triacilgliceroles;triacilglicerol
bifurcaciones;bifurcación
esferas;esfera
plagas;plaga
chicles;chicle
acercamientos;acercamiento
piezas;pieza
bacilos;bacilo
espirillas;espira
protozoos;protozoo
fantasmas;fantasma
denticiones;dentición
sangrados;sangrado
dentistas;dentista
biofilms;biofilm
exones;exón
plasminógenos;plasminógeno
gaseosas;gaseosa
granulomas;granuloma
declives;declive
resinas;resina
dianas;diana
hemogramas;hemograma
obligatorios;obligatorio
apuntes;apunte
estimaciones;estimación
enemas;enema
ritos;rito
guerreros;guerrero
dioses;dios
celebraciones;celebración
cronistas;cronista
nativos;nativo
llagas;llaga
pólipos;pólipo
curanderos;curandero
rollos;rollo
cortesanas;cortesano
alrededores;alrededor
cigarrales;cigarral
historiadores;historiador
fincas;finca
pasivas;pasiva
prohibiciones;prohibición
adoptadas;adoptado
tumoraciones;tumoración
alquitranes;alquitrán
reformas;reforma
tabaqueras;tabaquera
revistas;revista
vallas;valla
benzodiacepinas;benzodiacepina
alucinógenos;alucinógeno
sulfatos;sulfato
isotopos;isotopo
aductos;aducto
aminas;amina
oncogenes;oncogén
mentiras;mentira
exageraciones;exageración
gliceroles;glicerol
res;re
fosfatasas;fosfatasa
fríos;frío
prótidos;prótido
cavernas;caverna
traqueotomías;traqueotomía
miotomías;miotomía
cadáveres;cadáver
cerdos;cerdo
monoaminas;monoamina
prototipos;prototipo
ingestas;ingesta
máximos;máximo
cepas;cepa
gametocitos;gametocito
neuromiopatías;neuromiopatía
discrasias;discrasia
erupciones;erupción
escotomas;escotoma
radioterapias;radioterapia
quimioterapias;quimioterapia
antipiréticos;antipirético
inhalantes;inhalante
ropas;ropa
mojadas;mojada
sudoraciones;sudoración
patólogos;patólogo
conformaciones;conformación
conductancias;conductancia
conjugadas;conjugada
matemáticos;matemático
estrellas;estrella
residentes;residente
editoriales;editorial
extranjeras;extranjero
autobiografías;autobiografía
premios;premio
clavículas;clavícula
multipunciones;multipunción
aires;aire
tablas;tabla
honores;honor
des;d
políticos;político
cristaloides;cristaloide
microporos;microporo
mangueras;manguera
revoluciones;revolución
cánulas;cánula
desenlaces;desenlace
anaerobios;anaerobio
aptitudes;aptitud
costas;costa
inválidos;inválido
hostilidades;hostilidad
ordenanzas;ordenanza
kilómetros;kilómetro
ambulancias;ambulancia
camillas;camilla
ballestas;ballesta
pistoleras;pistolera
sillas;silla
batallas;batalla
enfrentamientos;enfrentamiento
lomos;lomo
dromedarios;dromedario
cestos;cesto
