CODIGO;DESCRIPCION;CODIGO_AGRUP;DESCRIPCION_AGRUP
I75.011;Ateroembolismo de extremidad superior derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.012;Ateroembolismo de extremidad superior izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.013;Ateroembolismo bilateral de extremidades superiores;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.019;Ateroembolismo de extremidad superior no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.021;Ateroembolismo de extremidad inferior derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.022;Ateroembolismo de extremidad inferior izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.023;Ateroembolismo bilateral de extremidades inferiores;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.029;Ateroembolismo de extremidad inferior no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.81;Ateroembolismo de ri?on;I70-I79;Enfermedades de arterias, arteriolas y capilares
I75.89;Ateroembolismo de otra localizacion;I70-I79;Enfermedades de arterias, arteriolas y capilares
I76;Embolia arterial septica;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.0;Fistula arteriovenosa, adquirida;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.1;Estenosis de arteria;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.2;Rotura de arteria;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.3;Displasia fibromuscular arterial;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.4;Sindrome de compresion de arteria celiaca;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.5;Necrosis de arteria;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.6;Arteritis, no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.71;Diseccion de arteria carotida;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.72;Diseccion de arteria iliaca;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.73;Diseccion de arteria renal;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.74;Diseccion de arteria vertebral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.79;Diseccion de otras arterias;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.810;Ectasia aorta toracica;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.811;Ectasia aorta abdominal;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.812;Ectasia aorta toracoabdominal;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.819;Ectasia aortica, lugar no especificado;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.89;Otras alteraciones especificadas de arterias y arteriolas;I70-I79;Enfermedades de arterias, arteriolas y capilares
I77.9;Trastorno de arterias y arteriolas, no especificado;I70-I79;Enfermedades de arterias, arteriolas y capilares
I78.0;Telangiectasia hemorragica hereditaria;I70-I79;Enfermedades de arterias, arteriolas y capilares
I78.1;Nevus, no neoplasico;I70-I79;Enfermedades de arterias, arteriolas y capilares
I78.8;Otras enfermedades de los capilares;I70-I79;Enfermedades de arterias, arteriolas y capilares
I78.9;Enfermedad de los capilares, no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I79.0;Aneurisma de aorta en enfermedades clasificadas bajo otro concepto;I70-I79;Enfermedades de arterias, arteriolas y capilares
I79.1;Aortitis en enfermedades clasificadas bajo otro concepto;I70-I79;Enfermedades de arterias, arteriolas y capilares
I79.8;Otros trastornos de arterias, arteriolas y capilares en enfermedades clasificadas bajo otro concepto;I70-I79;Enfermedades de arterias, arteriolas y capilares
I80.00;Flebitis y tromboflebitis de vasos superficiales de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.01;Flebitis y tromboflebitis de vasos superficiales de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.02;Flebitis y tromboflebitis de vasos superficiales de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.03;Flebitis y tromboflebitis de vasos superficiales de extremidades inferiores, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.10;Flebitis y tromboflebitis de vena femoral no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.11;Flebitis y tromboflebitis de vena femoral derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.12;Flebitis y tromboflebitis de vena femoral izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.13;Flebitis y tromboflebitis de vena femoral, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.201;Flebitis y tromboflebitis de vasos profundos no especificados de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.202;Flebitis y tromboflebitis de vasos profundos no especificados de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.203;Flebitis y tromboflebitis de vasos profundos no especificados de extremidades inferiores, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.209;Flebitis y tromboflebitis de vasos profundos no especificados de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.211;Flebitis y tromboflebitis de vena iliaca derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.212;Flebitis y tromboflebitis de vena iliaca izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.213;Flebitis y tromboflebitis de vena iliaca, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.219;Flebitis y tromboflebitis de vena iliaca no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.221;Flebitis y tromboflebitis de vena poplitea derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.222;Flebitis y tromboflebitis de vena poplitea izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.223;Flebitis y tromboflebitis de vena poplitea, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.229;Flebitis y tromboflebitis de vena poplitea no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.231;Flebitis y tromboflebitis de vena tibial derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.232;Flebitis y tromboflebitis de vena tibial izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.233;Flebitis y tromboflebitis de vena tibial, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.239;Flebitis y tromboflebitis de vena tibial no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.291;Flebitis y tromboflebitis de otros vasos profundos de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.292;Flebitis y tromboflebitis de otros vasos profundos de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.293;Flebitis y tromboflebitis de otros vasos profundos de extremidades inferiores, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.299;Flebitis y tromboflebitis de otros vasos profundos de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.3;Flebitis y tromboflebitis de miembros inferiores, no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.8;Flebitis y tromboflebitis de otras localizaciones;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I80.9;Flebitis y tromboflebitis de localizacion no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I81;Trombosis de vena porta;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.0;Sindrome de Budd-Chiari;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.1;Tromboflebitis migratoria;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.210;Embolia y trombosis agudas de vena cava superior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.211;Embolia y trombosis cronicas de vena cava superior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.220;Embolia y trombosis agudas de vena cava inferior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.221;Embolia y trombosis cronicas de vena cava inferior;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.290;Embolia y trombosis agudas de otras venas toracicas;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.291;Embolia y trombosis cronicas de otras venas toracicas;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.3;Embolia y trombosis de vena renal;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.401;Embolia y trombosis agudas de venas profundas no especificadas de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.402;Embolia y trombosis agudas de venas profundas no especificadas de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.403;Embolia y trombosis agudas de venas profundas no especificadas de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.409;Embolia y trombosis agudas de venas profundas no especificadas de   extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.411;Embolia y trombosis agudas de vena femoral derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.412;Embolia y trombosis agudas de vena femoral izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.413;Embolia y trombosis agudas de vena femoral, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.419;Embolia y trombosis agudas de vena femoral no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.421;Embolia y trombosis agudas de vena iliaca derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.422;Embolia y trombosis agudas de vena iliaca izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.423;Embolia y trombosis agudas de vena iliaca, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.429;Embolia y trombosis agudas de vena iliaca no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.431;Embolia y trombosis agudas de vena poplitea derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.432;Embolia y trombosis agudas de vena poplitea izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.433;Embolia y trombosis agudas de vena poplitea, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.439;Embolia y trombosis agudas de vena poplitea no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.441;Embolia y trombosis agudas de vena tibial derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I82.442;Embolia y trombosis agudas de vena tibial izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
